Symbol,Name,Sector,Industry
MET^F,MetLife Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.75% Non-Cumulative Preferred Stock Series F,,
META,Meta Platforms Inc. Class A Common Stock,Technology,Computer Software: Programming Data Processing
METC,Ramaco Resources Inc. Class A Common Stock,Energy,Coal Mining
METCB,Ramaco Resources Inc. Class B Common Stock,Energy,Coal Mining
METCI,Ramaco Resources Inc. 8.250% Senior Notes due 2030,,
METCZ,Ramaco Resources Inc. 8.375% Senior Notes due 2029,Energy,Coal Mining
MEVOU,M Evo Global Acquisition Corp II Units,Finance,Blank Checks
MEVOW,M Evo Global Acquisition Corp II Warrants,Finance,Blank Checks
MFA,MFA Financial Inc.,Real Estate,Real Estate Investment Trusts
MFA^B,MFA Financial Inc. Preferred Series B,,
MFA^C,MFA Financial Inc. 6.50% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,
MFAN,MFA Financial Inc. 8.875% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts
MFAO,MFA Financial Inc. 9.000% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts
MFIC,MidCap Financial Investment Corporation Common Stock,Finance,Finance/Investors Services
MFICL,MidCap Financial Investment Corporation 8.00% Notes due 2028,Finance,Finance/Investors Services
MFIN,Medallion Financial Corp. Common Stock,Finance,Finance: Consumer Services
MFM,MFS Municipal Income Trust Common Stock,Finance,Finance Companies
MG,Mistras Group Inc Common Stock,Consumer Discretionary,Military/Government/Technical
MGEE,MGE Energy Inc,Energy,Electric Utilities: Central
MGF,MFS Government Markets Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
MGM,MGM Resorts International Common Stock,Consumer Discretionary,Hotels/Resorts
MGNI,Magnite Inc. Common Stock,Technology,Computer Software: Programming Data Processing
MGNX,MacroGenics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MGPI,MGP Ingredients Inc.,Consumer Staples,Beverages (Production/Distribution)
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,Finance,Investment Managers
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,Finance,Investment Managers
MGRC,McGrath RentCorp Common Stock,Consumer Discretionary,Diversified Commercial Services
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,Finance,Investment Managers
MGRE,Affiliated Managers Group Inc. 6.750% Junior Subordinated Notes due 2064,Finance,Investment Managers
MGRX,Mangoceuticals Inc. Common Stock,Health Care,Misc Health and Biotechnology Services
MGTX,MeiraGTx Holdings plc Ordinary Shares,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGX,Metagenomi Therapeutics Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,Energy,Oil & Gas Production
MGYR,Magyar Bancorp Inc. Common Stock,Finance,Savings Institutions
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,Finance,Finance/Investors Services
MHH,Mastech Digital Inc Common Stock,Consumer Discretionary,Professional Services
MHK,Mohawk Industries Inc. Common Stock,Consumer Discretionary,Home Furnishings
MHO,M/I Homes Inc. Common Stock,Consumer Discretionary,Homebuilding
MIAX,Miami International Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
MIDD,Middleby Corporation (The) Common Stock,Industrials,Industrial Machinery/Components
MIN,MFS Intermediate Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
MIND,MIND Technology Inc. Common Stock (DE),Industrials,Industrial Machinery/Components
MIR,Mirion Technologies Inc. Class A Common Stock,Industrials,Industrial Machinery/Components
MIRA,MIRA Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MIRM,Mirum Pharmaceuticals Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MITK,Mitek Systems Inc. Common Stock,Technology,Computer peripheral equipment
MITN,TPG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts
MITP,TPG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts
MITQ,Moving iMage Technologies Inc. Common Stock,Consumer Discretionary,Industrial Machinery/Components
MITT,TPG Mortgage Investment Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
MITT^A,TPG Mortgage Investment Trust Inc. 8.25% Series A Cumulative Redeemable Preferred Stock,,
MITT^B,TPG Mortgage Investment Trust Inc. 8.00% Series B Cumulative Redeemable Preferred Stock,,
MITT^C,TPG Mortgage Investment Trust Inc. 8.00% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock $0.01 par value per share,,
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
MKC,McCormick & Company Incorporated Common Stock,Consumer Staples,Packaged Foods
MKL,Markel Group Inc. Common Stock,Finance,Property-Casualty Insurers
MKLY,McKinley Acquisition Corporation Class A Ordinary Shares,,
MKLYR,McKinley Acquisition Corporation Rights,,
MKLYU,McKinley Acquisition Corporation Units,Finance,Blank Checks
MKSI,MKS Inc. Common Stock,Industrials,Industrial Machinery/Components
MKTW,MarketWise Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
MKTX,MarketAxess Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
MKZR,MacKenzie Realty Capital Inc. Common Stock,Real Estate,Real Estate Investment Trusts
MLAA,Mountain Lake Acquisition Corp. II Class A Ordinary Shares,Finance,Blank Checks
MLAAU,Mountain Lake Acquisition Corp. II Units,Finance,Blank Checks
MLAAW,Mountain Lake Acquisition Corp. II Warrants,Finance,Blank Checks
MLAB,Mesa Laboratories Inc. Common Stock,Industrials,Industrial Machinery/Components
MLAC,Mountain Lake Acquisition Corp. Class A Ordinary Shares,Industrials,Auto Manufacturing
MLACR,Mountain Lake Acquisition Corp. Right,,
MLCI,Mount Logan Capital Inc. Common Stock,Finance,Investment Managers
MLCIL,Mount Logan Capital Inc. 8.00% Notes Due 2031,Finance,Investment Managers
MLGO,MicroAlgo Inc. Class A Ordinary Shares,Technology,EDP Services
MLI,Mueller Industries Inc. Common Stock,Industrials,Metal Fabrications
MLKN,MillerKnoll Inc. Common Stock,Consumer Discretionary,Office Equipment/Supplies/Services
MLM,Martin Marietta Materials Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
MLP,Maui Land & Pineapple Company Inc. Common Stock,Finance,Real Estate
MLR,Miller Industries Inc. Common Stock,Consumer Discretionary,Construction/Ag Equipment/Trucks
MLSS,Milestone Scientific Inc. Common Stock,Health Care,Industrial Specialties
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,Health Care,Biotechnology: Pharmaceutical Preparations
MLYS,Mineralys Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,Finance,Investment Managers
MMED,MiniMed Group Inc. Common Stock,Health Care,Medical/Dental Instruments
MMI,Marcus & Millichap Inc. Common Stock,Finance,Real Estate
MMLP,Martin Midstream Partners L.P. Limited Partnership,Energy,Oil Refining/Marketing
MMM,3M Company Common Stock,Health Care,Medical/Dental Instruments
MMS,Maximus Inc. Common Stock,Real Estate,Real Estate
MMSI,Merit Medical Systems Inc. Common Stock,Health Care,Medical/Dental Instruments
MMT,MFS Multimarket Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,Finance,Investment Managers
MNKD,MannKind Corporation Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MNOV,Medicinova Inc Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MNPR,Monopar Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,Energy,Oil & Gas Production
MNRO,Monro Inc. Common Stock,Consumer Discretionary,Automotive Aftermarket
MNSB,MainStreet Bancshares Inc. Common Stock,Finance,Major Banks
MNSBP,MainStreet Bancshares Inc. Depositary Shares,Finance,Major Banks
MNST,Monster Beverage Corporation,Consumer Staples,Beverages (Production/Distribution)
MNTK,Montauk Renewables Inc. Common Stock,Utilities,Natural Gas Distribution
MNTN,MNTN Inc. Class A Common Stock,Consumer Discretionary,Advertising
MNTS,Momentus Inc. Class A Common Stock,Industrials,Military/Government/Technical
MNTSW,Momentus Inc. Warrant,Industrials,Military/Government/Technical
MO,Altria Group Inc.,Health Care, Medicinal Chemicals and Botanical Products 
MOBI,Mobia Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
MOBX,Mobix Labs Inc. Class A Common Stock,Technology,Semiconductors
MOBXW,Mobix Labs Inc Warrants,Technology,Semiconductors
MOD,Modine Manufacturing Company Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
MODD,Modular Medical Inc. Common Stock,Health Care,Medical/Dental Instruments
MOH,Molina Healthcare Inc Common Stock,Health Care,Medical Specialities
MORN,Morningstar Inc. Common Stock,Finance,Investment Managers
MOS,Mosaic Company (The) Common Stock,Industrials,Agricultural Chemicals
MOV,Movado Group Inc. Common Stock,Consumer Discretionary,Consumer Specialties
MOVE,Corvex Inc. Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MP,MP Materials Corp. Common Stock,Basic Materials,Metal Mining
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,Finance,Finance Companies
MPAA,Motorcar Parts  of America Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.
MPB,Mid Penn Bancorp Common Stock,Finance,Major Banks
MPC,Marathon Petroleum Corporation Common Stock,Energy,Integrated oil Companies
MPLT,MapLight Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MPLX,MPLX LP Common Units Representing Limited Partner Interests,Energy,Natural Gas Distribution
MPT,Medical Properties Trust Inc. common stock,Real Estate,Real Estate Investment Trusts
MPTI,M-tron Industries Inc. Common Stock,Technology,Industrial Machinery/Components
MPU,Mega Matrix Inc. Class A Ordinary Shares,Consumer Discretionary,Diversified Commercial Services
MPV,Barings Participation Investors Common Stock,Finance,Finance Companies
MPWR,Monolithic Power Systems Inc. Common Stock,Technology,Semiconductors
MPX,Marine Products Corporation Common Stock,Industrials,Marine Transportation
MQ,Marqeta Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
MRAM,Everspin Technologies Inc. Common Stock,Technology,Semiconductors
MRBK,Meridian Corporation Common Stock,Finance,Major Banks
MRCY,Mercury Systems Inc Common Stock,Technology,Electrical Products
MRDN,Meridian Holdings Inc. Common Stock,Technology,Computer Software: Prepackaged Software
MRK,Merck & Company Inc. Common Stock (new),Health Care,Biotechnology: Pharmaceutical Preparations
MRKR,Marker Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MRLN,Merlin Inc. Common Stock,Technology,EDP Services
MRNA,Moderna Inc. Common Stock,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRP,Millrose Properties Inc. Class A Common Stock,Finance,Real Estate
MRSH,Marsh Common Stock,Finance,Specialty Insurers
MRTN,Marten Transport Ltd. Common Stock,Industrials,Trucking Freight/Courier Services
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MRVL,Marvell Technology Inc. Common Stock,Technology,Semiconductors
MS,Morgan Stanley Common Stock,Finance,Investment Bankers/Brokers/Service
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,,
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,,
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,,
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),,
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,,
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,,
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O,,
MS^P,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P,,
MS^Q,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.625% Non-Cumulative Preferred Stock Series Q,,
MSA,MSA Safety Incorporated Common Stock,Health Care,Industrial Specialties
MSAI,MultiSensor AI Holdings Inc. Common Stock,Technology,Electronic Components
MSAIW,MultiSensor AI Holdings Inc. Warrant,Technology,Electronic Components
MSB,Mesabi Trust Common Stock,Industrials,Precious Metals
MSBI,Midland States Bancorp Inc. Common Stock,Finance,Major Banks
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,Finance,Major Banks
MSCI,MSCI Inc. Common Stock,Real Estate,Real Estate
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable
MSDL,Morgan Stanley Direct Lending Fund Common Stock,,
MSEX,Middlesex Water Company Common Stock,Utilities,Water Supply
MSFT,Microsoft Corporation Common Stock,Technology,Computer Software: Prepackaged Software
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
MSGM,Motorsport Games Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),Consumer Discretionary,Services-Misc. Amusement & Recreation
MSI,Motorola Solutions Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment
MSM,MSC Industrial Direct Company Inc. Common Stock,Industrials,Industrial Machinery/Components
MSN,Emerson Radio Corporation Common Stock,Consumer Staples,Consumer Electronics/Appliances
MSS,Maison Solutions Inc. Class A Common Stock,Consumer Staples,Food Chains
MSTR,Strategy Inc Common Stock Class A,Technology,Computer Software: Prepackaged Software
MTB,M&T Bank Corporation Common Stock,Finance,Major Banks
MTB^H,M&T Bank Corporation Perpetual Fixed-to-Floating Rate Non-Cumulative Preferred Stock Series H,,
MTB^J,M&T Bank Corporation Depositary Shares each representing a 1/400th ownership interest in a share of Perpetual 7.500% Non-Cumulative Preferred Stock Series J,,
MTB^K,M&T Bank Corporation Depositary Shares each representing a 1/400th interest in a share of Perpetual 6.350% Non-Cumulative Preferred Stock Series K,,
MTCH,Match Group Inc. Common Stock,Technology,Computer Software: Programming Data Processing
MTDR,Matador Resources Company Common Stock,Energy,Oil & Gas Production
MTEX,Mannatech Incorporated Common Stock,Health Care, Medicinal Chemicals and Botanical Products 
MTG,MGIC Investment Corporation Common Stock,Finance,Property-Casualty Insurers
MTH,Meritage Homes Corporation Common Stock,Consumer Discretionary,Homebuilding
MTN,Vail Resorts Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation
MTNB,Matinas Biopharma Holdings Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MTR,Mesa Royalty Trust Common Stock,Energy,Oil & Gas Production
MTRN,Materion Corporation,Industrials,Industrial Specialties
MTRX,Matrix Service Company Common Stock,Consumer Discretionary,Engineering & Construction
MTSI,MACOM Technology Solutions Holdings Inc. Common Stock,Technology,Semiconductors
MTUS,Metallus Inc. Common Shares,Industrials,Steel/Iron Ore
MTVA,MetaVia Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
MTW,Manitowoc Company Inc. (The) Common Stock,Industrials,Construction/Ag Equipment/Trucks
MTX,Minerals Technologies Inc. Common Stock,Basic Materials,Major Chemicals
MTZ,MasTec Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MU,Micron Technology Inc. Common Stock,Technology,Semiconductors
MUA,Blackrock MuniAssets Fund Inc Common Stock,Finance,Investment Bankers/Brokers/Service
